genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
3879168,52.179810383401914,4039,0,0,0,Low
3509407,61.24344405943557,3662,0,0,1,Low
3997199,55.10658879920156,4220,3,4,0,High
4269030,54.9637777778214,4521,0,0,1,Low
3700261,40.770388183112075,3899,0,0,1,Low
3917274,52.53961953326832,4126,0,0,1,Low
3707154,48.60043689848317,3859,0,0,0,Low
3907648,44.847571997765364,4096,1,0,1,Low
4050403,46.35959598113466,4230,0,0,1,Low
3476261,54.95887254526299,3641,0,0,1,Low
3831030,58.15055470553111,4017,0,0,0,Low
5328922,50.792070028212294,5588,3,5,0,High
2974449,58.5251089610925,3149,2,0,1,Low
3693129,57.09622558759981,3918,0,1,0,Low
3148743,50.34947639130173,3310,0,0,0,Low
4971704,57.71229529574765,5208,3,1,1,High
3668515,48.902931685980626,3904,1,0,0,Low
3885886,46.434743259471716,4101,0,0,1,Low
4136779,49.357122707639775,4403,0,0,1,Low
3622903,53.034449737132626,3848,7,6,0,High
3318409,42.910007753568195,3514,1,1,0,Low
3517502,41.33830880644926,3657,0,1,0,Low
4037261,40.345445377507836,4241,1,1,1,Low
3323623,55.23122249623083,3526,1,0,1,Low
5178846,49.953308183093725,5458,6,5,1,High
3711007,54.746178921232996,3910,0,0,1,Low
3549396,46.11386030016626,3758,0,0,1,Low
3468737,42.07842722173189,3666,1,1,1,Low
3511937,56.52184670113013,3738,0,0,1,Low
4804527,59.15516470147632,5014,3,4,0,High
3284360,42.26702054455391,3494,1,0,1,Low
5588894,52.827697246524416,5922,3,1,0,High
3526069,45.95068523112576,3743,0,1,1,Low
4363843,56.12287979548433,4620,6,0,1,High
3300966,48.728841518433555,3479,0,0,0,Low
4079018,48.559697438808136,4297,1,3,0,Low
2607380,45.07233645993033,2706,2,0,0,Low
3014409,55.88314591676781,3193,0,0,1,Low
2560812,53.08912936649804,2706,1,0,1,Low
3992416,50.75351149295251,4196,3,3,0,High
3628436,55.35494758468157,3776,0,0,0,Low
3985084,58.2191400875534,4198,0,0,0,Low
3819759,46.12051190707905,3975,1,0,0,Low
3500970,54.56734552267822,3667,0,1,1,Low
4729538,56.12907815768419,5000,4,8,1,High
3902271,50.78738916686274,4072,1,0,0,Low
4055652,48.782432103290255,4269,5,2,1,High
5228449,57.61328091603443,5461,1,6,0,High
3427255,40.668729236547215,3572,0,0,0,Low
3638049,57.55280476118087,3821,1,1,1,Low
2867650,46.12881766394727,2981,0,0,0,Low
4035692,44.38795358813893,4233,0,1,0,Low
4484068,51.2463495787657,4759,1,0,1,Low
3435720,46.30509512554315,3649,1,1,1,Low
4497496,55.40675336922011,4721,3,0,1,High
2980299,46.72816601918058,3164,0,0,0,Low
4777191,48.23192784125829,5052,5,5,0,High
3375304,53.18489396755863,3517,0,0,0,Low
2850146,52.147333290061766,2992,0,0,1,Low
3446688,51.98096674020964,3663,0,0,1,Low
4473857,39.851497024529635,4731,0,0,1,Low
4475312,48.6983573017484,4665,3,2,0,High
3531363,47.61035931705568,3728,0,0,0,Low
3544134,60.78496537406636,3706,2,5,0,High
3268897,56.3075288019919,3449,2,1,1,Low
2622195,41.50508090074345,2728,1,0,1,Low
2798597,47.94204042688825,2921,1,0,1,Low
4176949,57.08131911010673,4356,1,0,1,Low
3611353,51.54850662643269,3775,0,1,1,Low
3222735,53.94658117201013,3433,0,0,1,Low
4125484,54.02198282090532,4382,0,0,1,Low
4498696,52.66651139961627,4761,1,1,0,High
5349041,50.36599622117092,5635,3,3,0,High
3391784,42.48695989823305,3549,0,1,0,Low
3522810,47.91698034119839,3738,0,0,1,Low
4517147,54.52118217622225,4721,2,3,0,High
4559617,47.035385642108935,4805,4,2,0,High
4046602,49.19823168904524,4247,4,7,1,High
3013573,43.23935656997246,3177,1,1,1,Low
2945901,40.76372402850213,3073,0,1,1,Low
5064560,53.50692028418423,5376,0,3,0,High
5150542,52.57399236019285,5450,4,2,0,High
5256451,46.84490457198352,5499,4,3,1,High
3793136,43.35045631576169,3998,0,0,0,Low
3484816,42.367298070301175,3675,1,0,1,Low
2679988,57.47773744727901,2853,0,0,0,Low
4871620,52.05204531554447,5170,7,3,0,High
4776290,52.38452759387785,5058,3,2,1,High
3411543,45.37304959828651,3615,0,1,0,Low
4996348,43.387126797034945,5219,6,1,0,High
3235010,44.98146088239509,3427,1,0,1,Low
3877051,53.332271797812474,4054,1,0,1,Low
4474190,55.26539459132874,4670,0,0,0,Low
3152178,42.85647579750944,3322,0,0,0,Low
5265268,48.141370149126544,5557,2,2,0,High
2854989,46.242198811901844,3032,1,1,1,Low
4762394,48.58747595052079,4978,2,0,1,High
5425911,59.1861212623161,5696,3,4,0,High
4733928,45.12148096638341,5031,3,4,0,High
3519739,52.65960025861457,3740,0,1,1,Low
3434007,39.972686458044,3592,0,0,0,Low
3295070,49.18461868462327,3446,1,0,0,Low
2950798,48.32709944467355,3134,0,0,1,Low
4127499,44.41528808366255,4340,3,6,0,High
4410756,56.17228021408105,4668,2,5,1,High
5307717,49.569388006607085,5634,4,5,1,High
4073586,37.45923110686865,4301,0,1,1,Low
4155577,52.68703788705635,4371,6,7,0,High
5284634,48.0719306411248,5551,2,1,1,High
2748774,44.99231707439186,2881,1,0,1,Low
3720350,47.78422078875325,3891,0,0,0,Low
4303490,52.68541356257249,4550,0,0,0,Low
4046094,51.51116687016142,4232,3,0,0,Low
3666712,53.724535447638296,3845,1,2,1,Low
3186114,45.722649342497434,3346,0,0,1,Low
4993632,53.908209685861614,5223,6,3,0,High
3628296,55.577181972737705,3820,0,0,1,Low
4231171,63.906753210319536,4447,1,0,1,Low
3084878,50.980339655441455,3236,1,0,1,Low
4120802,51.12553952657232,4382,1,0,1,Low
3760966,45.945594573063524,3931,0,0,1,Low
5148080,53.66946096420846,5455,0,1,0,High
3452805,40.143323521880255,3607,0,0,1,Low
4297962,59.27085487032609,4487,2,3,1,High
3643383,52.601361237745,3831,0,0,1,Low
2970977,50.21311447520539,3114,2,0,1,Low
4144245,49.88314509073043,4349,5,5,0,High
2881810,52.85510435170827,3081,0,1,0,Low
2783346,47.90670324675628,2973,2,0,1,Low
3442133,45.228941530341295,3617,0,0,1,Low
3601014,48.14363893795165,3835,1,1,1,Low
4608577,47.29520243552923,4850,5,7,0,High
3345795,54.940822549992276,3557,0,0,1,Low
5117868,58.05891367379407,5398,5,5,1,High
4436718,50.45993218726833,4633,0,0,0,Low
4503545,43.52228223534374,4705,0,0,1,Low
2993825,44.325526218738005,3114,0,0,0,Low
5157788,46.12522789765878,5393,4,4,1,High
3480044,55.58302540198177,3626,1,0,1,Low
4726704,50.212098991163074,4997,1,3,0,High
3022457,40.52955025582757,3172,0,0,1,Low
3200241,54.56355884298609,3391,1,0,1,Low
3076266,47.335674908850656,3281,0,1,0,Low
3197240,50.2159702730035,3360,0,0,1,Low
2791359,46.841624315574016,2922,1,0,1,Low
3584479,44.68464255215394,3751,2,3,0,Low
4253703,38.43500670252931,4474,1,0,1,Low
3657926,52.71628173066262,3841,0,0,0,Low
3737168,54.89546030427971,3887,0,0,1,Low
3707760,51.5123559899609,3853,0,0,1,Low
3202838,43.54183835777608,3373,1,0,1,Low
3176599,45.19731537077874,3387,0,0,0,Low
3310516,55.038314043990184,3502,0,1,1,Low
2920713,63.06343065381389,3032,2,1,0,Low
3879979,41.26200871871791,4072,1,0,1,Low
4644102,49.52219873787806,4859,0,0,1,Low
4215429,53.05678956124826,4444,0,0,1,Low
5494239,52.46136600478032,5744,1,8,1,High
3466147,56.397419269261846,3696,2,1,1,Low
4235439,46.45233072614806,4443,0,0,0,Low
3493455,46.38978965730924,3637,2,0,1,Low
4848867,53.33450786086883,5153,6,4,0,High
4111431,53.74952091162598,4365,0,0,1,Low
2926813,48.40870294213796,3119,1,0,1,Low
3270606,56.02043440638503,3486,0,1,1,Low
3081061,52.77253549949454,3261,0,0,0,Low
5899178,44.384475487393225,6254,7,4,1,High
4400387,40.17606822699422,4670,1,0,1,Low
3993663,46.25787860564971,4245,0,0,1,Low
4024667,38.46397643712136,4272,0,0,0,Low
2996509,48.96622509119196,3150,0,0,1,Low
3541515,33.576746974859034,3719,0,0,1,Low
4568612,54.95538241908491,4786,2,4,0,High
4558058,40.74508675373417,4747,0,0,1,Low
2737751,45.36701730303573,2855,2,1,1,Low
3095121,48.16127820876986,3216,2,0,1,Low
4741926,47.405877761370654,5040,0,0,0,Low
4193597,29.77130900972989,4418,0,0,0,Low
3108131,44.87988896806323,3246,0,0,1,Low
3243610,41.39734653895988,3448,0,1,1,Low
3486369,52.892113140226634,3636,2,0,1,Low
4624901,53.92526092026507,4872,4,2,0,High
4534462,54.83879269210663,4822,5,5,0,High
2811172,52.59037201392963,2915,0,0,1,Low
3411356,53.78043483796006,3597,1,0,1,Low
4221407,58.1346400038893,4412,0,1,0,Low
4795409,56.75564454103961,5016,2,4,1,High
3426705,51.8574300985736,3565,1,0,1,Low
2984098,41.33041212994844,3147,0,0,1,Low
3774310,51.68347664497322,3965,1,0,0,Low
4357575,48.98273412100883,4571,5,4,0,High
4076549,52.57948173298908,4305,0,0,0,Low
2797183,48.36459736159152,2967,0,0,1,Low
3392603,51.2485885578374,3601,0,1,1,Low
2662212,43.73792803706409,2785,4,1,0,Low
4052557,51.64458724132786,4227,6,8,0,High
3433014,49.69599358187759,3596,0,0,1,Low
4194051,49.83413987995751,4451,1,0,1,Low
3149344,47.92880576117879,3306,0,0,1,Low
4167220,54.062690190564524,4391,4,3,1,High
4687478,50.907873957796475,4957,4,8,0,High
3585105,57.92590077265927,3805,1,0,0,Low
4407760,50.6345585436624,4642,7,4,1,High
3882341,40.70006554252439,4049,0,0,1,Low
3923183,47.5483247784475,4158,1,0,0,Low
4494415,53.32561524122031,4695,3,4,0,High
4375137,51.86888517654865,4575,2,0,1,Low
2952630,46.88764179861173,3103,1,0,1,Low
4963096,47.013111881821715,5212,2,4,0,High
3924706,55.16259591134966,4126,3,5,1,High
3762137,48.10950384739322,3944,0,0,1,Low
3506342,43.17249331605616,3662,0,0,0,Low
3181575,59.444384248002095,3347,0,1,1,Low
5029082,57.58739295088563,5279,2,6,0,High
2905043,46.01009589087123,3088,0,0,0,Low
3262348,43.16116653323977,3444,0,0,1,Low
3269690,49.952852564958874,3400,0,0,1,Low
3138661,41.740138224391146,3328,1,0,0,Low
3067693,58.48544646801743,3241,0,1,1,Low
3258632,46.81802888553596,3479,0,0,1,Low
2781475,52.29078836378734,2905,0,0,1,Low
5214683,53.53186686331366,5498,4,2,0,High
4491533,49.18027997431292,4764,3,10,0,High
3795600,48.71386498445621,3964,4,4,1,High
4020550,56.7459064426463,4203,0,1,0,Low
3106185,55.464503112220115,3316,1,0,0,Low
2754976,47.92832654747276,2888,2,1,1,Low
3264048,45.69230996727292,3484,1,1,1,Low
5117199,50.565205940417655,5357,3,7,0,High
3858054,45.86086148742821,4042,0,0,0,Low
2993114,57.07550260617699,3142,1,0,1,Low
3577121,52.57720247473669,3806,0,0,1,Low
3265848,56.37485630822193,3453,0,0,1,Low
3863085,60.22104913163962,4038,1,0,0,Low
4749538,54.37618410416461,5014,3,2,1,High
4075598,57.81763551127083,4275,2,0,1,Low
4593191,61.00485445196202,4805,2,4,0,High
3930191,48.58592349653039,4181,0,0,1,Low
3653213,50.63272062123181,3872,0,1,1,Low
2762621,51.18378962643966,2899,0,0,1,Low
4364741,55.62159002296594,4632,6,7,0,High
3474360,52.428394770336645,3697,0,0,0,Low
3665055,62.18569569664317,3862,1,0,1,Low
5309952,47.61783913987025,5612,4,6,1,High
4519928,41.82572225722032,4748,2,0,1,Low
5090179,56.291673813872876,5387,4,3,0,High
3687686,41.8838927802817,3840,0,0,0,Low
3566073,44.81495200939245,3759,0,1,1,Low
3572985,46.97339052603994,3754,1,0,1,Low
3019934,52.57531534103376,3174,0,0,1,Low
4973009,58.76780209558609,5244,3,5,0,High
3182455,59.64992621919965,3374,1,0,0,Low
3674260,51.92083669782734,3896,0,0,1,Low
3854977,48.89433888747423,4035,0,0,0,Low
3418735,53.272137375127485,3599,0,1,1,Low
5161332,52.22942653054049,5424,2,3,0,High
3135420,38.19184980166418,3339,0,1,1,Low
3935639,54.008984677520885,4176,1,0,1,Low
4259538,57.51779345216352,4461,3,5,1,High
4564736,59.000727060173006,4838,2,4,1,High
3784328,41.92952946762915,3990,1,0,1,Low
3825624,44.44296815208771,3994,0,0,0,Low
2921815,39.63573698559026,3069,0,0,0,Low
4339685,41.93692637391618,4520,1,0,1,Low
2685256,49.73601263926102,2836,0,1,0,Low
4641934,46.08342180813005,4891,5,5,1,High
2999480,56.87143681454549,3206,0,0,1,Low
3866439,54.464734087197726,4084,1,0,0,Low
3743139,53.75489745512288,3964,0,0,1,Low
3993031,51.387723568980874,4187,0,1,1,Low
3222856,42.16001530547837,3356,3,0,1,Low
4934883,51.758406634981625,5159,4,10,0,High
3676559,39.557302280199444,3891,0,0,1,Low
5168887,59.97274408263301,5467,1,3,1,High
2844078,46.840599491846,2953,1,0,1,Low
4440234,54.82015270726719,4672,0,0,1,Low
4553276,51.62639876017295,4751,3,5,1,High
2906844,52.73542846623353,3034,0,0,1,Low
3138986,48.86224777160705,3323,2,0,1,Low
4091981,54.140705679693625,4314,1,0,1,Low
3305558,44.128329349888055,3522,0,1,1,Low
4610986,52.00986705840056,4888,3,3,1,High
3403571,41.91394292619502,3539,1,0,0,Low
3447331,45.57019232365789,3613,1,0,0,Low
2801008,53.160006515303444,2953,0,0,1,Low
4208534,49.900622534553825,4443,0,0,1,Low
3388782,48.186216675587424,3534,1,1,0,Low
3446439,41.98902041257955,3656,1,0,1,Low
3579152,35.38031977655131,3753,1,0,1,Low
2917117,45.88826450713354,3029,0,0,1,Low
3333792,47.37314258545906,3533,1,0,1,Low
3559433,51.5254463102372,3698,2,0,0,Low
3020145,63.34093823630172,3164,1,0,0,Low
3516833,59.48343731078506,3658,0,0,0,Low
3752297,49.94200928060388,3942,0,1,0,Low
5017746,56.682402893404046,5251,0,0,1,Low
2266320,47.77981868670819,2381,0,1,1,Low
3486815,56.545276176289356,3640,0,0,1,Low
3049932,58.10573253818926,3165,0,0,1,Low
3453583,56.27625808753372,3647,0,0,1,Low
3845382,45.870655122903315,4088,0,0,0,Low
4095321,47.96965502204006,4268,1,0,0,Low
4751129,53.92762186545961,4951,5,5,1,High
5123722,54.357011209066044,5392,0,7,0,High
3864586,50.22519812954085,4045,0,0,1,Low
5155938,50.45149263167282,5396,1,3,1,High
3899902,49.81334843520513,4145,2,6,0,High
3815486,53.42673451635853,3988,0,0,1,Low
5069628,49.050086073870254,5297,5,3,0,High
5567208,51.04286507538414,5885,2,3,1,High
3647097,38.678192670017886,3836,0,0,1,Low
3878226,46.59779747341163,4121,0,0,1,Low
3967619,32.72653362546566,4224,1,1,1,Low
3081647,44.67470779556719,3273,0,0,1,Low
3941655,42.57403807552226,4154,3,6,1,High
3411252,47.618737427412384,3569,0,0,1,Low
2605792,57.295731535245835,2712,1,0,1,Low
3763765,47.10115711008902,3980,0,0,1,Low
2713540,48.104264877032875,2862,1,0,0,Low
3612251,48.9851830618433,3830,0,0,1,Low
4457805,53.42973017868492,4672,2,4,1,High
3402483,41.380600907426285,3615,0,0,1,Low
3545438,39.81536082788604,3775,1,0,1,Low
4051847,56.483293807695766,4260,0,0,1,Low
3372461,52.44251152221422,3567,1,0,1,Low
3788208,47.509805487582945,3958,0,0,1,Low
3426074,47.71389400718279,3561,0,0,0,Low
3829713,57.237002193650255,4015,0,0,1,Low
4611870,58.406184689107214,4834,2,1,1,High
3941621,45.831913775476686,4139,1,0,1,Low
4506907,57.661443877715115,4731,0,0,1,Low
3565040,47.1294773913671,3800,0,0,0,Low
3818928,40.932255664035985,4019,1,0,1,Low
4529950,53.64463300612947,4736,2,7,1,High
4974097,53.47699951537109,5244,1,4,0,High
4664606,48.81758359266692,4925,7,1,0,High
4969525,57.490095506141124,5210,4,7,1,High
4239737,56.16168127317706,4500,3,1,0,High
5300566,50.39187652324085,5622,3,4,0,High
2159785,32.037142997402846,2224,0,0,1,Low
4247133,48.35919459242291,4496,0,0,1,Low
2205850,49.86213594086309,2356,0,2,1,Low
3779734,33.53954165797878,3946,0,0,0,Low
5371217,51.25757529679776,5665,4,6,0,High
5026658,51.81286041421844,5295,6,3,0,High
3476620,42.72226962547609,3617,1,0,1,Low
3473612,47.99380957686199,3652,1,0,1,Low
3928654,41.47217003520731,4126,1,0,1,Low
5620490,48.90508680261629,5871,1,5,0,High
3371221,46.94723207623704,3570,0,0,1,Low
4346181,55.41699898365106,4547,5,2,0,High
3064820,44.9115211229274,3210,1,0,0,Low
3604249,57.326048661309784,3830,1,0,1,Low
3064753,47.358504077653976,3247,0,0,0,Low
3735658,52.265613350876706,3944,0,0,1,Low
2311421,46.24388947748031,2464,1,1,0,Low
3893694,44.355617568006345,4097,0,2,1,Low
4798517,58.02234776383158,5080,6,6,0,High
4963000,54.70550139677244,5223,6,4,0,High
3271013,48.09493990801923,3471,0,0,1,Low
2832502,45.95273296812088,3014,0,0,1,Low
4128081,49.874256159799415,4373,1,8,0,High
4147418,48.27560959284929,4411,1,2,1,Low
4052181,44.76622228376371,4246,0,0,0,Low
4975121,52.6446996387592,5278,1,4,1,High
4448117,56.412807282396074,4681,2,4,1,High
3224035,37.54816125201621,3386,0,0,1,Low
4152903,40.3600247651595,4323,1,1,0,Low
3606682,63.398630567806606,3781,1,0,1,Low
3344906,51.64287945331994,3563,1,0,1,Low
3995117,56.56866865274195,4162,1,1,0,Low
3197800,47.94882370428571,3324,0,0,1,Low
2854119,52.4693884247328,2955,0,0,1,Low
3749620,39.87871799859542,3952,0,0,1,Low
2792280,52.365347796378316,2939,0,0,0,Low
3128540,44.65590081388701,3266,1,0,0,Low
3774997,37.84129868060016,3978,0,0,1,Low
2978869,44.157004236989806,3183,0,1,1,Low
3094150,46.950940037864235,3240,0,0,1,Low
5080080,47.07826228069034,5366,9,2,1,High
4000301,53.49349815371299,4198,0,1,0,Low
2872925,46.94179029628404,3023,1,0,0,Low
3881268,42.245881465486804,4052,0,1,1,Low
3492513,51.245106642465345,3725,0,1,0,Low
3155566,44.439283047080394,3361,0,0,1,Low
2726246,54.26590077840339,2844,0,0,1,Low
3282522,45.75213589683016,3459,0,1,1,Low
3159033,48.84605354985387,3292,0,0,1,Low
4806961,45.74818633190169,5061,8,4,0,High
3748717,53.5201491476014,3965,0,0,1,Low
3904016,51.7870263569009,4141,0,0,0,Low
3630786,44.80870532026914,3778,3,1,1,Low
4122722,50.861450225314414,4345,1,0,0,Low
3869472,45.23286345894538,4026,1,0,1,Low
3475198,55.196984407231945,3682,1,0,1,Low
4175089,57.98915568799795,4421,1,4,1,High
5210239,49.84358568348566,5500,4,4,1,High
4258933,43.824860086198065,4470,0,0,1,Low
2726192,54.210270645771416,2821,0,0,1,Low
3017986,47.37962778707822,3207,3,0,1,Low
4123162,53.06902447123536,4373,2,0,1,Low
4466023,54.03762049424041,4652,3,7,1,High
4155503,50.864118363115885,4394,2,0,1,Low
5072012,47.14190377181748,5310,3,6,1,High
4126150,41.62123539517439,4318,0,1,1,Low
4191584,50.30669380760195,4373,2,4,1,High
4332949,53.59748962991137,4557,0,0,1,Low
3493733,44.13295375520611,3638,1,0,1,Low
3242233,46.499360523103796,3373,1,0,0,Low
2750178,54.81067258356033,2871,1,1,0,Low
3154862,43.359396349364644,3316,0,0,1,Low
2983202,61.16369280180152,3142,0,0,1,Low
5572951,61.200276147475996,5911,4,4,1,High
3243027,53.57573905394256,3379,0,0,0,Low
3917529,43.285226708634795,4101,1,0,0,Low
3891892,48.835354948056974,4130,0,0,0,Low
3565035,47.06420595553495,3724,1,1,0,Low
4330903,56.613023061050924,4519,2,0,0,Low
4613206,53.160795382773834,4807,1,0,1,Low
4447310,48.30330053906155,4690,0,2,1,Low
4683633,51.63826004646274,4930,1,3,0,High
3584260,59.14317194657653,3724,0,0,1,Low
4181134,40.400167469158134,4372,0,0,1,Low
4028185,42.620745355779704,4282,0,4,0,High
4779208,59.0302357869664,5003,5,5,0,High
3414427,49.141983487614475,3552,1,1,0,Low
5158023,56.276702900785345,5381,2,2,1,High
3857017,44.674499976641336,4022,0,0,1,Low
3118740,36.46571857453487,3309,0,0,1,Low
3376447,48.83178668410647,3602,0,0,1,Low
3937012,51.663762702633385,4121,4,8,0,High
3100653,50.17318178498057,3215,0,1,1,Low
3565038,58.652295552414785,3718,1,0,1,Low
3431962,51.42319887372075,3658,2,1,1,Low
4681211,55.12321620316259,4906,3,4,1,High
5398609,54.461452984635436,5696,4,7,1,High
4479294,46.961683774480235,4669,5,2,0,High
2879132,44.69656525616785,3031,0,0,1,Low
3648817,41.903281227844204,3813,1,0,1,Low
3299099,42.11449026890404,3480,0,0,1,Low
2872313,54.02996546880357,3038,1,0,0,Low
4494444,53.49154741878893,4757,4,2,0,High
4739731,53.516932384295664,5038,2,4,0,High
5153364,50.231212938274,5433,3,3,0,High
4959693,52.92844160795133,5222,3,1,0,High
3494018,37.0891915335542,3649,0,0,1,Low
3243909,46.18408517595571,3385,0,0,1,Low
4941117,51.70158003663785,5197,3,8,0,High
3237856,54.099253813444044,3449,1,0,1,Low
5256367,50.49498493025555,5527,3,5,1,High
3703212,57.37228784923296,3936,1,0,0,Low
2960013,43.242230042354,3124,0,0,1,Low
3825184,49.28087701352227,4004,0,0,1,Low
3352928,33.67429575586971,3551,0,0,1,Low
3792557,48.339707002028774,3962,0,0,0,Low
3519019,39.3546316370651,3736,0,0,1,Low
3088266,50.53264819984713,3265,1,0,0,Low
4418902,37.07891525922719,4690,1,0,0,Low
4879259,59.691114752321084,5177,5,4,1,High
3450104,56.21481178676241,3600,0,1,0,Low
3922587,41.68457185078387,4102,1,0,1,Low
5183373,50.77409594792496,5475,2,4,1,High
2581621,42.80690521090517,2718,0,0,0,Low
3350548,52.28114606938806,3548,3,0,1,Low
5960715,46.41312016140403,6237,5,4,0,High
4110014,52.75777829869595,4325,1,0,0,Low
3293087,56.62528044219813,3486,0,1,0,Low
3191551,54.61635815598142,3405,0,0,1,Low
3918778,44.50114835299625,4086,0,0,0,Low
3824397,53.78749913061871,4027,0,0,1,Low
3559461,43.773465915838,3764,0,0,1,Low
3183736,39.409098377201126,3372,0,0,0,Low
3277915,48.03598623775604,3489,0,0,1,Low
3240583,55.94239700187025,3437,0,0,0,Low
4371836,45.96089149051868,4566,1,0,1,Low
3815225,40.83379506318759,3971,0,1,1,Low
2813032,47.72582775399418,2936,0,1,1,Low
2828563,36.928593869042686,2962,0,0,1,Low
3907287,43.276424474620384,4095,0,0,1,Low
3568987,46.31261121733229,3745,2,0,1,Low
3015384,53.267225659020404,3211,0,0,1,Low
4193746,52.941362909642606,4378,0,1,1,Low
3594967,54.55156825559198,3814,2,5,0,High
4499577,43.34386796258338,4779,0,0,1,Low
4843703,47.11103668425796,5053,1,0,1,Low
3891956,54.414061327177016,4105,0,0,1,Low
3975779,43.974571652001465,4143,1,1,1,Low
3242294,42.72999302090312,3435,1,0,1,Low
3314462,47.62181266225203,3501,0,0,0,Low
3509558,46.90477983458774,3733,2,1,1,Low
3061468,51.261077612396434,3251,0,0,1,Low
3282528,43.28182455306872,3420,0,0,1,Low
3145173,47.7422094841583,3319,1,1,1,Low
3438820,49.23899709260057,3623,1,0,1,Low
3031984,37.70279929708562,3214,1,0,1,Low
3629118,48.16751813011051,3847,0,0,0,Low
3542410,41.84472153328614,3754,0,0,1,Low
3511979,48.254759260933476,3725,1,0,1,Low
4588616,54.16650428777108,4835,1,4,1,High
3681015,43.32890071463997,3899,0,1,0,Low
3613399,44.337103618439905,3823,1,0,1,Low
4016329,40.64662216916459,4232,0,0,1,Low
3102146,55.15958456219436,3221,0,0,1,Low
2438057,51.13798772445393,2533,0,0,1,Low
3516065,45.91011130067369,3748,0,0,0,Low
2513771,38.72566528122838,2620,0,1,1,Low
3790675,47.02133118402854,3951,0,0,1,Low
4914545,50.42933727560749,5222,2,4,0,High
5228284,54.10582231549877,5464,4,1,1,High
4971960,50.64145252326666,5275,6,5,1,High
4043011,52.98729192631741,4277,0,0,1,Low
4688554,49.190392142270774,4892,1,7,1,High
3588083,46.184648279065584,3730,0,0,1,Low
2488535,39.37830001540606,2607,0,0,1,Low
3510944,57.717501989973144,3726,1,0,1,Low
4010604,49.50720900385659,4223,1,0,1,Low
3496348,60.44494520641656,3669,0,0,1,Low
4440585,52.569695783641414,4706,0,3,1,High
4141654,50.95104436694736,4323,3,2,0,High
4561488,43.77813016056339,4778,1,0,0,Low
4534009,59.6088965148312,4759,6,4,1,High
2933560,48.51642836690155,3090,1,0,1,Low
3928449,49.94370085982406,4086,2,3,1,High
3721204,49.849089075830165,3872,0,0,0,Low
2820680,49.6105706509406,2927,1,1,1,Low
3510454,49.47144897264833,3695,0,0,1,Low
5469332,43.74721263859628,5740,2,4,0,High
3735309,37.97135363556151,3965,1,0,1,Low
3005290,41.96306979930999,3159,0,1,1,Low
2739742,61.542810474467444,2911,1,0,1,Low
4527417,48.136370982795015,4720,0,0,1,Low
4262684,51.34276502019222,4530,1,3,0,High
4111948,55.53259243926058,4314,1,1,0,Low
3333488,56.244003036371915,3479,2,0,1,Low
3753286,56.381070509895885,3933,5,9,0,High
2868260,46.7132952578765,2985,0,0,1,Low
3685238,50.32708238630376,3922,1,0,1,Low
3041347,64.05374076559097,3245,0,0,0,Low
3579136,34.09527684044294,3759,0,0,0,Low
4184585,57.83779595296554,4425,0,0,0,Low
3434622,51.975054383785256,3594,0,0,0,Low
5161107,56.26746435149926,5472,3,7,1,High
3333052,50.824008534419185,3468,3,0,1,Low
4457823,42.565428041987644,4704,0,0,1,Low
3746787,52.42987560942609,3919,1,1,1,Low
3482708,49.58059882620315,3684,0,0,0,Low
2842085,36.51030120113829,2950,0,0,0,Low
3118397,42.64220385642573,3245,0,0,1,Low
2731395,37.24325985728706,2855,1,0,1,Low
4165291,52.87137647544677,4410,1,8,0,High
3679491,47.84278717961275,3844,0,0,1,Low
3371167,51.02630015788656,3535,1,0,1,Low
3866789,52.86858668139831,4111,0,0,1,Low
4356114,49.42603572106701,4605,2,6,0,High
3844516,50.282963827861195,4046,0,0,1,Low
3439099,43.52867531576801,3654,0,1,0,Low
3467474,39.289076486265884,3616,1,0,0,Low
3594173,51.440945444599485,3739,0,0,0,Low
4265786,49.114540508498884,4467,0,0,0,Low
4219348,45.67125768585433,4416,0,0,0,Low
5022303,51.47835899022931,5299,1,6,0,High
3181614,46.1000079890219,3308,2,1,0,Low
4565548,53.42508835090286,4793,3,5,1,High
4915684,58.75084734989947,5222,4,3,1,High
3724767,51.550835184204026,3942,0,0,0,Low
3124062,48.94091291738216,3314,1,0,1,Low
3129792,49.75857301690299,3256,1,0,0,Low
3787576,55.33029919470794,3999,1,0,1,Low
2911807,53.76938872578172,3070,0,1,1,Low
3349283,52.259506058190034,3490,0,0,1,Low
3238434,43.069450153567026,3448,0,0,1,Low
3269606,60.757596225037766,3396,0,1,1,Low
3101022,50.294754466313506,3284,1,1,1,Low
5639196,54.05732852520603,5981,2,4,1,High
3015277,52.21436057769795,3221,0,0,0,Low
3702524,39.69554322678134,3864,0,0,0,Low
3546517,47.9670367689152,3724,0,0,0,Low
2889931,45.19241396558792,3032,0,0,0,Low
3433856,54.89613537277116,3658,0,1,1,Low
5083785,54.846716099880425,5370,4,4,1,High
5392356,53.87133187762724,5665,5,3,0,High
4612943,55.55712453267302,4850,1,6,0,High
3487523,49.58312216509756,3636,0,0,0,Low
4438951,59.94868043567003,4628,0,0,0,Low
3647256,54.872663533786096,3843,0,0,0,Low
3196867,37.01537660924267,3334,1,0,1,Low
4901620,51.04806902781346,5123,3,2,1,High
5449976,50.01792261836268,5771,5,6,0,High
